name,party,year,geography,war,war_text
Kathleen Brown,D,2022,TX-13,5.1,D+5.1
Kathleen Rice,D,2020,NY-04,0.3,D+0.3
Kathleen Williams,D,2020,MT-AL,6.0,D+6
Kathryn Harvey,D,2024,SC-04,4.4,D+4.4
Kathy Barnette,R,2020,PA-04,4.8,R+4.8
Kathy Castor,D,2024,FL-14,4.3,D+4.3
Kathy Ellis,D,2020,MO-08,3.4,D+3.4
Kathy Manning,D,2022,NC-06,-1.7,R+1.7
Kathy Warner-Stanton,D,2022,AL-05,-3.7,R+3.7
Kathy Weppner,R,2014,NY-26,-12.7,D+12.7
Katie Arrington,R,2018,SC-01,-10.0,D+10
Katie Darling,D,2022,LA-01,3.8,D+3.8
Katie Hill,D,2018,CA-25,1.9,D+1.9
Katie Porter,D,2022,CA-47,-2.4,R+2.4
Katrina Fallick-Wang,D,2024,UT-04,-2.9,R+2.9
Katrina Schaffner,D,2024,AZ-05,3.8,D+3.8
Katy Geppert,D,2018,MO-03,2.8,D+2.8
Kawika Crowley,R,2014,HI-02,-23.6,D+23.6
Kay Granger,R,2022,TX-12,0.2,R+0.2
Kaylee Peterson,D,2024,ID-01,0.5,D+0.5
Keith Ellison,D,2016,MN-05,-9.5,R+9.5
Keith Mundy,D,2024,OH-05,-1.5,R+1.5
Keith Pekau,R,2022,IL-06,1.1,R+1.1
Keith Rothfus,R,2018,PA-17,-7.8,D+7.8
Keith Self,R,2024,TX-03,1.0,R+1
Keith Swank,R,2022,WA-10,5.6,R+5.6
Kelly Armstrong,R,2022,ND-AL,-15.6,D+15.6
Kelly Cooper,R,2024,AZ-04,1.7,R+1.7
Kelly Kultala,D,2014,KS-03,-2.6,R+2.6
Kelly Morrison,D,2024,MN-03,-2.4,R+2.4
Kelly Westlund,D,2014,WI-07,-3.7,R+3.7
Ken Buck,R,2022,CO-04,2.8,R+2.8
Ken Calvert,R,2024,CA-41,-6.4,D+6.4
Ken Dious,D,2014,GA-10,1.1,D+1.1
Ken Harbaugh,D,2018,OH-07,2.3,D+2.3
Ken Mitchell,D,2024,VA-06,-1.1,R+1.1
Kendall Qualls,R,2020,MN-03,6.7,R+6.7
Kendra Fershee,D,2018,WV-01,-1.3,R+1.3
Kendra Horn,D,2020,OK-05,3.4,D+3.4
Kenneth McGurn,D,2016,FL-03,4.8,D+4.8
Kenneth Stepp,D,2018,KY-05,-1.0,R+1
Kenneth Wright,R,2018,CA-33,5.1,R+5.1
Kenny E. Marchant,R,2016,TX-24,-7.9,D+7.9
Kenny Houston,D,2020,LA-04,-4.1,R+4.1
Kenny Marchant,R,2018,TX-24,-7.0,D+7
Kerith Strano Taylor,D,2016,PA-05,-2.4,R+2.4
Kermit Jones,D,2022,CA-03,0.8,D+0.8
Kevin Brady,R,2020,TX-08,-2.3,D+2.3
Kevin Cookingham,R,2020,CA-16,2.1,R+2.1
Kevin Coughlin,R,2024,OH-13,-0.6,D+0.6
Kevin Cramer,R,2016,ND-AL,7.7,R+7.7
Kevin Gaither,D,2018,IL-15,-1.2,R+1.2
Kevin Hern,R,2024,OK-01,-0.5,D+0.5
Kevin Jenkins,D,2024,TN-01,0.5,D+0.5
Kevin Kiley,R,2024,CA-03,2.1,R+2.1
Kevin Lincoln,R,2024,CA-09,0.1,R+0.1
Kevin McCarthy,R,2022,CA-20,-0.7,D+0.7
Kevin Miller,D,2016,MO-03,-0.1,R+0.1
Kevin Mullin,D,2024,CA-15,-6.0,R+6
Kevin Strouse,D,2014,PA-08,-9.3,R+9.3
Kevin Van Ausdal,D,2020,GA-14,3.8,D+3.8
Kevin Waltz,R,2024,NY-20,-4.6,D+4.6
Kevin Yoder,R,2018,KS-03,0.7,R+0.7
Khary Penebaker,D,2016,WI-05,-7.9,R+7.9
Kiley Adolph,D,2024,IN-03,-3.5,R+3.5
Kim Mangone,D,2020,CA-23,-0.3,R+0.3
Kim Myers,D,2016,NY-22,6.9,D+6.9
Kim Nelson,D,2020,SC-04,1.3,D+1.3
Kim Schrier,D,2024,WA-08,0.7,D+0.7
Kim Weaver,D,2016,IA-04,6.4,D+6.4
Kimberlin Brown Pelzer,R,2018,CA-36,-7.8,D+7.8
Kimberly Bizon,D,2020,MI-10,1.0,D+1
Kimberly Klacik,R,2024,MD-02,-1.4,D+1.4
Kimberly Walker,D,2022,FL-12,1.1,D+1.1
Kiran Sreepada,D,2020,TN-07,-2.8,R+2.8
Kirsten Engel,D,2024,AZ-06,3.7,D+3.7
Kojo Asamoa-Caesar,D,2020,OK-01,-3.3,R+3.3
Kristen Carlson,D,2018,FL-15,2.0,D+2
Kristen McDonald Rivet,D,2024,MI-08,8.6,D+8.6
Kristen Radaker-Sheafer,D,2022,MO-07,-0.0,R+0
Kristen Spees,D,2014,NV-02,-11.3,R+11.3
Kristi Noem,R,2016,SD-AL,-5.4,D+5.4
Kristin Hook,D,2024,TX-21,2.6,D+2.6
Kristin Lyerly,D,2024,WI-08,2.8,D+2.8
Kristy Gnibus,D,2020,PA-16,3.9,D+3.9
Kurt Schrader,D,2020,OR-05,-3.5,R+3.5
Kweisi Mfume,D,2024,MD-07,2.8,D+2.8
Kyle Cameron,D,2024,WY-AL,0.8,D+0.8
Kyle Horton,D,2018,NC-07,0.4,D+0.4
Kyle Kilbourn,D,2024,WI-07,-2.2,R+2.2
Kyle Parrish,D,2022,NC-05,0.6,D+0.6
Kyle Sinclair,R,2022,TX-20,-8.9,D+8.9
Kyle Van De Water,R,2020,NY-19,-10.1,D+10.1
Kyrsten Sinema,D,2016,AZ-09,7.8,D+7.8
La'Ron Singletary,R,2022,NY-25,3.3,R+3.3
LaMonica McIver,D,2024,NJ-10,-1.7,R+1.7
LaShonda Holloway,D,2024,FL-04,1.8,D+1.8
Lacy Clay,D,2018,MO-01,-1.7,R+1.7
Lacy Johnson,R,2020,MN-05,20.3,R+20.3
Lacy Watson,D,2022,WV-01,3.9,D+3.9
Lamar Smith,R,2016,TX-21,-3.9,D+3.9
Lana Centonze,R,2024,TX-18,1.4,R+1.4
Lance Gooden,R,2024,TX-05,-2.3,D+2.3
Lanon Baccam,D,2024,IA-03,4.6,D+4.6
Larry Bucshon,R,2022,IN-08,-3.9,D+3.9
Larry Kaifesh,R,2014,IL-08,3.7,R+3.7
Larry Lazor,R,2022,CT-01,2.0,R+2
Larry Smith,R,2014,TX-34,1.1,R+1.1
Larry Thompson,R,2024,CA-32,2.8,R+2.8
Larry Wilske,R,2014,CA-53,6.4,R+6.4
Laura Fjeld,D,2014,NC-06,3.2,D+3.2
Laura Friedman,D,2024,CA-30,-3.2,R+3.2
Laura Gillen,D,2024,NY-04,2.5,D+2.5
Laura Jones,D,2024,TX-08,2.0,D+2
Laura Lombard,D,2020,KS-04,0.5,D+0.5
Laura Loomer,R,2020,FL-21,-2.5,D+2.5
Laura Sterling,R,2016,SC-06,0.6,R+0.6
Laurel Lee,R,2024,FL-15,-2.6,D+2.6
Lauren Baer,D,2018,FL-18,-1.7,R+1.7
Lauren Boebert,R,2024,CO-04,-9.2,D+9.2
Lauren Mallett-Hays,D,2022,AR-03,1.9,D+1.9
Lauren Underwood,D,2024,IL-14,1.3,D+1.3
Laurie Buckhout,R,2024,NC-01,-2.6,D+2.6
Lavern Spicer,R,2020,FL-24,-3.1,D+3.1
Laverne Gore,R,2020,OH-11,2.3,R+2.3
Lawrence Gaughan,D,2014,VA-05,-1.0,R+1.0
Lea Marquez Peterson,R,2018,AZ-02,-1.2,D+1.2
Lee Ann Dugas,D,2020,LA-01,-1.5,R+1.5
Lee Auman,D,2018,AL-04,0.5,D+0.5
Lee Castillo,D,2018,UT-01,0.5,D+0.5
Lee Griffin,D,2020,PA-12,-0.9,R+0.9
Lee Haywood,R,2020,NC-06,-1.0,D+1
Lee Murphy,R,2022,DE-AL,3.6,R+3.6
Lee Stahley,R,2022,OH-03,3.2,R+3.2
Lee Terry,R,2014,NE-02,-22.6,D+22.6
Lee Zeldin,R,2020,NY-01,2.4,R+2.4
Lena Epstein,R,2018,MI-11,-2.8,D+2.8
Lenda Sherrell,D,2014,TN-04,21.3,D+21.3
Lenny McAllister,R,2016,PA-14,-8.7,D+8.7
Lenore Solis,R,2016,CA-28,-5.3,D+5.3
Leo Valentin,R,2020,FL-07,-2.0,D+2
Leon Benjamin,R,2022,VA-04,2.4,R+2.4
Leon Threatt,R,2016,NC-12,8.5,R+8.5
Leonard Lance,R,2018,NJ-07,1.9,R+1.9
Lesley DeNardis,R,2022,CT-03,1.1,R+1.1
Leslie Cockburn,D,2018,VA-05,-3.7,R+3.7
Leslie Mehta,D,2024,VA-01,-0.7,R+0.7
Lexy Doherty,D,2024,GA-10,0.9,D+0.9
Liam Madden,R,2022,VT-AL,-3.2,D+3.2
Liam O'Mara,D,2020,CA-42,-0.3,R+0.3
Libbi Urban,D,2024,MI-05,-3.9,R+3.9
Lily Williams,R,2024,NH-02,-1.7,D+1.7
Lin Veasey,D,2022,AL-03,-3.1,R+3.1
Linda Coleman,D,2018,NC-02,1.1,D+1.1
Linda D. Thompson,D,2014,PA-04,-19.1,R+19.1
Linda Nuno,D,2022,TX-10,-0.8,R+0.8
Linda Sanchez,D,2024,CA-38,-2.4,R+2.4
Linda Sánchez,D,2014,CA-38,-11.3,R+11.3
Lindsay Holliday,D,2020,GA-08,1.9,D+1.9
Lindsey Simmons,D,2020,MO-04,-0.1,R+0.1
Linsey Fagamn,D,2018,TX-26,9.2,D+9.2
Lisa Blunt Rochester,D,2022,DE-AL,-3.6,R+3.6
Lisa Brown,D,2018,WA-05,-1.8,R+1.8
Lisa McClain,R,2024,MI-09,3.5,R+3.5
Lisa Remmer,R,2018,CA-12,8.2,R+8.2
Lisa Ring,D,2018,GA-01,-1.5,R+1.5
Lisa Scheller,R,2022,PA-07,-0.8,D+0.8
Lisa Welch,D,2020,TX-12,-1.5,R+1.5
Liuba Grechen Shirley,D,2018,NY-02,-4.2,R+4.2
Liz Cheney,R,2020,WY-AL,-3.7,D+3.7
Liz Johnson,D,2024,GA-12,-2.7,R+2.7
Liz Joy,R,2022,NY-20,0.4,R+0.4
Liz Mathis,D,2022,IA-02,1.5,D+1.5
Liz Matory,R,2018,MD-02,-3.1,D+3.1
Liz Watson,D,2018,IN-09,4.6,D+4.6
Lizzie Fletcher,D,2024,TX-07,-2.5,R+2.5
Lloyd Doggett,D,2024,TX-37,0.7,D+0.7
Lloyd Smucker,R,2024,PA-11,-1.1,D+1.1
Lois Capps,D,2014,CA-24,-7.8,R+7.8
Lois Frankel,D,2024,FL-22,0.5,D+0.5
Lon Johnson,D,2016,MI-01,1.3,D+1.3
Lore Bergman,D,2024,TN-06,1.5,D+1.5
Loretta Sanchez,D,2014,CA-46,-3.0,R+3.0
Lori Bartley,R,2016,TX-18,7.4,R+7.4
Lori Camp,D,2024,IN-02,1.2,D+1.2
Lori Chavez-DeRemer,R,2024,OR-05,0.9,R+0.9
Lori Hopkins-Cavanagh,R,2014,CT-02,-6.2,D+6.2
Lori Trahan,D,2022,MA-03,-1.3,R+1.3
Lorie Burch,D,2018,TX-03,6.9,D+6.9
Lorna Phillipson,D,2016,NJ-04,-7.7,R+7.7
Lou Barletta,R,2016,PA-11,-0.4,D+0.4
Lou Correa,D,2024,CA-46,4.6,D+4.6
Louie Campos,D,2016,CA-22,-11.5,R+11.5
Louie Gohmert,R,2020,TX-01,-3.6,D+3.6
Louie Minor,D,2014,TX-31,0.5,D+0.5
Louis Lyras,D,2022,OH-06,-2.9,R+2.9
Louise Slaughter,D,2016,NY-25,-9.7,R+9.7
Lovelynn Gwinn,R,2020,NY-13,-4.4,D+4.4
LuAnn Bennett,D,2016,VA-10,-3.0,R+3
Lucia Baez-Geller,D,2024,FL-27,-3.0,R+3
Lucie Volotzky,R,2022,CA-32,0.1,R+0.1
Lucille Roybal-Allard,D,2020,CA-40,-13.3,R+13.3
Lucy McBath,D,2024,GA-06,-2.4,R+2.4
Luis Gutiérrez,D,2014,IL-04,-3.5,R+3.5
Luis Pozzolo,R,2022,AZ-07,2.3,R+2.3
Luke Letlow,R,2020,LA-05,2.0,R+2
Luke Messer,R,2016,IN-06,2.7,R+2.7
Luke Negron,R,2020,PA-18,-6.8,D+6.8
Lulu Seikaly,D,2020,TX-03,-3.7,R+3.7
Lupe Castillo,R,2024,IL-04,-7.4,D+7.4
Lutchi Gayot,R,2018,NY-09,-2.6,D+2.6
Luz Rivas,D,2024,CA-29,1.6,D+1.6
Luz Robles,D,2014,UT-02,1.0,D+1.0
Lynn Coleman,D,2016,IN-02,3.9,D+3.9
Lynn Jenkins,R,2016,KS-02,4.2,R+4.2
Lynnette Grey Bull,D,2022,WY-AL,0.6,D+0.6
Lynnette Williams,D,2022,TN-08,-4.7,R+4.7
M. Mark Mitchell,R,2016,TX-33,1.6,R+1.6
MJ Hegar,D,2018,TX-31,7.7,D+7.7
Mac Schneider,D,2018,ND-AL,2.6,D+2.6
Mac Thornberry,R,2018,TX-13,1.7,R+1.7
Maclovio Perez,D,2022,TX-27,4.2,D+4.2
Madeleine Dean,D,2024,PA-04,0.3,D+0.3
Madison Cawthorn,R,2020,NC-11,-2.7,D+2.7
Madison Gesiotto,R,2022,OH-13,-4.0,D+4
Madison Horn,D,2024,OK-05,2.6,D+2.6
Maggie Goodlander,D,2024,NH-02,1.7,D+1.7
Mal Hyman,D,2024,SC-07,-1.4,R+1.4
Mallory Hagan,D,2018,AL-03,2.9,D+2.9
Manan Trivedi,D,2014,PA-06,-2.9,R+2.9
Manga Anantatmula,R,2020,VA-11,0.1,R+0.1
Manny Lopez,D,2024,FL-17,-0.5,R+0.5
Manny Santos,R,2018,CT-05,-0.6,D+0.6
Marc Friedenberg,D,2018,PA-12,-2.5,R+2.5
Marc Hennemann,R,2016,WA-02,-1.7,D+1.7
Marc Herschfus,R,2018,MI-14,3.4,R+3.4
Marc Molinaro,R,2024,NY-19,-4.1,D+4.1
Marc Veasey,D,2024,TX-33,-4.2,R+4.2
Marcia Fudge,D,2020,OH-11,-2.3,R+2.3
Marco Montoya,D,2014,TX-25,9.3,D+9.3
Marcos Arroyo,R,2022,NJ-08,-11.3,D+11.3
Marcus Flowers,D,2022,GA-14,12.1,D+12.1
Marcus Jones,D,2024,AR-02,3.3,D+3.3
Marcus Lewis,R,2024,IL-01,3.8,R+3.8
Marcy Kaptur,D,2024,OH-09,4.8,D+4.8
Marek Tyszkiewicz,D,2014,OH-02,0.2,D+0.2
Margaret Engbretson,D,2018,WI-07,-5.4,R+5.4
Margaret Good,D,2020,FL-16,0.8,D+0.8
Margaret Streicker,R,2020,CT-03,1.3,R+1.3
Margie Wakefield,D,2014,KS-02,5.2,D+5.2
Maria Elvira Salazar,R,2024,FL-27,3.0,R+3
Maria Livengood,R,2018,CA-09,8.5,R+8.5
Mariah Phillips,D,2018,TN-04,3.7,D+3.7
Mariannette Miller-Meeks,R,2024,IA-01,-11.3,D+11.3
Marie Gluesenkamp Perez,D,2024,WA-03,6.0,D+6
Marie Newman,D,2020,IL-03,-1.1,R+1.1
Marihelen Wheeler,D,2014,FL-03,5.1,D+5.1
Marilinda Garcia,R,2014,NH-02,-2.4,D+2.4
Marilyn Strickland,D,2024,WA-10,-3.1,R+3.1
Mario Diaz-Balart,R,2024,FL-26,3.6,R+3.6
Marisa Wood,D,2022,CA-20,0.7,D+0.7
Marjorie Taylor Greene,R,2024,GA-14,-12.5,D+12.5
Mark Alford,R,2024,MO-04,0.9,R+0.9
Mark Alliegro,R,2016,MA-09,-7.8,D+7.8
Mark Ambrose,R,2022,MI-11,-1.6,D+1.6
Mark Amodei,R,2022,NV-02,2.3,R+2.3
Mark Arness,R,2016,MD-05,-2.7,D+2.7
Mark Assini,R,2016,NY-25,9.7,R+9.7
Mark Barrington,R,2018,CO-07,-2.4,D+2.4
Mark Callahan,R,2018,OR-05,1.1,R+1.1
Mark Cargile,R,2020,CA-35,-3.7,D+3.7
Mark Coester,R,2024,VT-AL,-0.3,D+0.3
Mark DeSaulnier,D,2024,CA-10,-3.3,R+3.3
Mark Desaulnier,D,2018,CA-11,-4.5,R+4.5
Mark Donka,R,2014,VT-AL,-5.4,D+5.4
Mark Dunec,D,2014,NJ-11,-0.6,R+0.6
Mark Elworth,D,2020,NE-03,-3.9,R+3.9
Mark Gibson,D,2016,TX-22,9.7,D+9.7
Mark Gladney,D,2016,MS-04,10.3,D+10.3
Mark Gonsalves,R,2022,GA-07,-0.6,D+0.6
Mark Green,R,2024,TN-07,-3.6,D+3.6
Mark Greenberg,R,2014,CT-05,6.8,R+6.8
Mark Greene,D,2014,TX-12,2.1,D+2.1
Mark Harmon,D,2022,TN-02,1.8,D+1.8
Mark Harris,D,2014,WI-06,3.1,D+3.1
Mark Harris,R,2024,NC-08,-2.7,D+2.7
Mark Holbrook,R,2018,ME-01,2.0,R+2
Mark Hunt,D,2016,WV-02,22.5,D+22.5
Mark Lester,D,2014,AL-06,8.4,D+8.4
Mark Leyva,R,2020,IN-01,-6.8,D+6.8
Mark Lorch,R,2018,IL-04,1.7,R+1.7
Mark Lorenzen,D,2024,TX-17,-0.7,R+0.7
Mark Meadows,R,2018,NC-11,-3.6,D+3.6
Mark Messmer,R,2024,IN-08,4.0,R+4
Mark Plaster,R,2016,MD-03,0.4,R+0.4
Mark Pocan,D,2024,WI-02,-0.8,R+0.8
Mark Razzoli,R,2020,NJ-12,3.4,R+3.4
Mark Reed,R,2020,CA-30,4.4,R+4.4
Mark Rice,R,2024,IL-08,-3.1,D+3.1
Mark Richardson,R,2020,OH-03,2.2,R+2.2
Mark Robertson,R,2024,NV-01,-2.4,D+2.4
Mark Sanford,R,2016,SC-01,0.5,R+0.5
Mark Sullivan,D,2014,NE-03,2.6,D+2.6
Mark Takai,D,2014,HI-01,-37.4,R+37.4
Mark Takano,D,2024,CA-39,-2.8,R+2.8
Mark Walker,R,2018,NC-06,1.6,R+1.6
Mark Wicklund,D,2016,IL-13,-7.5,R+7.5
Mark Zetzer,R,2014,OH-11,-0.4,D+0.4
Markwayne Mullin,R,2020,OK-02,-3.6,D+3.6
Marlando Pridgen,D,2024,NC-07,2.6,D+2.6
Marlin Stutzman,R,2024,IN-03,3.5,R+3.5
Marquette Greene-Scott,D,2024,TX-22,-0.2,R+0.2
Marsha Blackburn,R,2016,TN-07,4.8,R+4.8
Marshall Adame,D,2014,NC-03,-8.1,R+8.1
Marshall Dawson,R,2024,CO-02,1.4,R+1.4
Marshall Jones,D,2016,LA-04,-1.8,R+1.8
Martell Bivings,R,2024,MI-13,-0.4,D+0.4
Martha McSally,R,2016,AZ-02,4.2,R+4.2
Martha Robertson,D,2014,NY-23,-4.0,R+4.0
Martha Roby,R,2018,AL-02,-7.7,D+7.7
Martin Walsh,R,2014,CO-01,-2.7,D+2.7
Marty McClendon,R,2014,WA-06,-11.0,D+11.0
Marty Nothstein,R,2018,PA-07,0.6,R+0.6
Marty Olsen,D,2018,TN-01,-5.3,R+5.3
Marty Williams,R,2016,VA-03,4.4,R+4.4
Mary Barzee Flores,D,2018,FL-25,-11.2,R+11.2
Mary Brannon,D,2024,OK-04,-0.4,R+0.4
Mary Ellen Balchunis,D,2016,PA-07,-9.1,R+9.1
Mary Fay,R,2020,CT-01,0.0,D+0
Mary Gay Scanlon,D,2024,PA-05,0.5,D+0.5
Mary Geren,D,2018,SC-03,-3.3,R+3.3
Mary Headrick,D,2014,TN-03,12.3,D+12.3
Mary Hoeft,D,2016,WI-07,-1.6,R+1.6
Mary Jo Guinchard,R,2024,NJ-05,-5.1,D+5.1
Mary Jo Woods,D,2022,TX-17,-0.1,R+0.1
Mary Miller,R,2022,IL-15,-0.9,D+0.9
Mary Peltola,D,2024,AK-AL,9.1,D+9.1
Mary Perry,R,2016,NV-01,-1.3,D+1.3
Maryam Abolfazli,D,2024,TN-05,3.9,D+3.9
Matt Brock,R,2022,CA-04,-1.9,D+1.9
Matt Cartwright,D,2024,PA-08,2.9,D+2.9
Matt Castelli,D,2022,NY-21,5.7,D+5.7
Matt Connolly,R,2016,PA-17,-2.8,D+2.8
Matt Detch,D,2016,WV-03,1.1,D+1.1
Matt Diemer,D,2024,OH-07,-0.6,R+0.6
Matt Gaetz,R,2024,FL-01,-8.5,D+8.5
Matt Gunderson,R,2024,CA-49,4.9,R+4.9
Matt Heinz,D,2016,AZ-02,-4.2,R+4.2
Matt Jacobs,R,2022,CA-26,5.3,R+5.3
Matt Kilboy,D,2022,OH-14,-4.7,R+4.7
Matt Larkin,R,2022,WA-08,1.0,R+1
Matt Lehman,D,2022,KY-04,3.7,D+3.7
Matt Longjohn,D,2018,MI-06,-4.0,R+4
Matt Moore,D,2014,MS-04,6.3,D+6.3
Matt Morgan,D,2018,MI-01,-0.6,R+0.6
Matt Mowers,R,2020,NH-01,0.1,R+0.1
Matt Rosendale,R,2020,MT-AL,-6.0,D+6
Matt Rowe,D,2016,VA-01,-1.1,R+1.1
Matt Salmon,R,2014,AZ-05,0.5,R+0.5
Matthew Best,D,2020,KY-05,-1.9,R+1.9
Matthew Corey,R,2016,CT-01,3.2,R+3.2
Matthew Diemer,D,2022,OH-07,0.8,D+0.8
Matthew Fyfe,D,2022,IN-09,0.8,D+0.8
Matthew Jenkins,D,2024,NJ-04,-2.9,R+2.9
Maura Keller,D,2024,GA-03,0.3,D+0.3
Maureen McArdle Schulman,R,2020,NY-17,-4.7,D+4.7
Mauro Garza,R,2020,TX-20,-4.3,D+4.3
Max Della Pia,D,2022,NY-23,-1.2,R+1.2
Max Miller,R,2024,OH-07,0.6,R+0.6
Max Rice,R,2022,IL-09,-1.8,D+1.8
Max Rose,D,2022,NY-11,-2.1,R+2.1
Max Semenenko,R,2022,CA-07,-3.6,D+3.6
Max Steiner,D,2022,CA-01,3.7,D+3.7
Maxine Dexter,D,2024,OR-03,-0.0,D+0
Maxine Waters,D,2024,CA-43,-4.7,R+4.7
Maxwell Frost,D,2024,FL-10,-2.5,R+2.5
May Lor Xiong,R,2024,MN-04,3.0,R+3
Mayra Flores,R,2024,TX-34,-1.3,D+1.3
Meg Gorman,D,2022,TN-03,0.3,D+0.3
Megan Barry,D,2024,TN-07,3.6,D+3.6
Megan Rath,R,2014,PA-01,-5.9,D+5.9
Megan Rezabek,D,2020,MO-03,0.1,D+0.1
Mel Hall,D,2018,IN-02,5.1,D+5.1
Mel Manuel,D,2024,LA-01,-4.8,R+4.8
Melanie Stansbury,D,2024,NM-01,-1.1,R+1.1
Melissa McDonough,D,2024,TX-38,1.4,D+1.4
Melissa Toomim,R,2024,CA-36,4.5,R+4.5
Melissa Watson,D,2020,SC-07,-0.7,R+0.7
Melody Shekari,D,2016,TN-03,3.1,D+3.1
Menachem Raitport,R,2024,NY-09,-4.1,D+4.1
Merrie Lee Soules,D,2016,NM-02,-7.1,R+7.1
Mia Love,R,2018,UT-04,-14.6,D+14.6
Mia Mason,D,2020,MD-01,-0.1,R+0.1
Micah Edmond,R,2014,VA-08,-2.8,D+2.8
Michael Barkley,D,2024,CA-05,-2.0,R+2
Michael Baumgartner,R,2024,WA-05,8.9,R+8.9
Michael Burgess,R,2020,TX-26,1.1,R+1.1
Michael Cloud,R,2024,TX-27,-0.8,D+0.8
Michael Cole,D,2016,TX-14,6.4,D+6.4
Michael Eggman,D,2016,CA-10,1.4,D+1.4
Michael Evans,D,2018,MS-03,0.8,D+0.8
Michael Galbraith,D,2018,OH-05,-8.3,R+8.3
Michael Goldstein,R,2024,CT-04,3.4,R+3.4
Michael Grimm,R,2014,NY-11,-0.8,D+0.8
Michael Guest,R,2022,MS-03,4.2,R+4.2
Michael Harvey,R,2020,PA-03,2.7,R+2.7
Michael Koslow,R,2024,CA-26,4.5,R+4.5
Michael Kripchak,D,2024,OH-06,1.5,D+1.5
Michael LiPetri,R,2024,NY-03,-1.9,D+1.9
Michael Lorentz,D,2016,OH-06,-0.8,R+0.8
Michael Lynch,D,2024,MI-02,-1.8,R+1.8
Michael Macfarlane,R,2014,KY-03,-15.0,D+15.0
Michael Maher,R,2024,CA-21,5.4,R+5.4
Michael Mason,D,2014,IL-06,-12.6,R+12.6
Michael Massey,R,2024,CT-03,-0.1,D+0.1
Michael McCaul,R,2024,TX-10,0.8,R+0.8
Michael McKenna,D,2014,FL-10,-1.3,R+1.3
Michael Moore,D,2024,SC-01,1.1,D+1.1
Michael Muscato,D,2020,AZ-08,2.1,D+2.1
Michael O'Reilly,R,2016,NY-05,8.4,R+8.4
Michael Pompeo,R,2016,KS-04,-1.9,D+1.9
Michael Romero,R,2016,NM-03,-2.1,D+2.1
Michael Rulli,R,2024,OH-06,-1.5,D+1.5
Michael T. McCaul,R,2016,TX-10,-5.3,D+5.3
Michael Von Meter,R,2024,VA-11,4.4,R+4.4
Michael Wager,D,2016,OH-14,-6.6,R+6.6
Michael Waltz,R,2024,FL-06,-0.6,D+0.6
Michael Young,R,2024,OH-03,1.6,R+1.6
Michael Zumbluskas,R,2024,NY-12,4.6,R+4.6
Michele Young,D,2016,OH-01,-1.0,R+1
Michelle De La Isla,D,2020,KS-02,2.3,D+2.3
Michelle Fischbach,R,2024,MN-07,1.3,R+1.3
Michelle Garcia Holmes,R,2022,NM-01,3.4,R+3.4
Michelle Lujan Grisham,D,2016,NM-01,8.8,D+8.8
Michelle Steel,R,2024,CA-45,-3.9,D+3.9
Michelle Talkington,R,2024,MD-05,1.2,R+1.2
Michelle Vallejo,D,2024,TX-15,5.6,D+5.6
Mick Mulvaney,R,2016,SC-05,-2.0,D+2
Miguel Levario,D,2018,TX-19,-0.2,R+0.2
Mikal Williams,D,2022,TX-14,-2.1,R+2.1
Mike Bishop,R,2018,MI-08,-2.4,D+2.4
Mike Bost,R,2024,IL-12,0.1,R+0.1
Mike Carey,R,2024,OH-15,-1.3,D+1.3
Mike Cargile,R,2024,CA-35,0.0,D+0
Mike Clancy,R,2024,VA-10,5.1,R+5.1
Mike Clark,D,2016,TX-31,3.8,D+3.8
Mike Coffman,R,2018,CO-06,3.1,R+3.1
Mike Collins,R,2024,GA-10,-0.9,D+0.9
Mike Conaway,R,2018,TX-11,1.6,R+1.6
Mike Craven,R,2024,KY-03,-1.7,D+1.7
Mike Derrick,D,2016,NY-21,-18.3,R+18.3
Mike Doyle,D,2020,PA-18,6.8,D+6.8
Mike Doyle,R,2022,PA-12,6.8,R+6.8
Mike Erickson,R,2024,OR-06,6.9,R+6.9
Mike Ezell,R,2024,MS-04,2.2,R+2.2
Mike Fitzpatrick,R,2014,PA-08,9.3,R+9.3
Mike Flood,R,2024,NE-01,2.2,R+2.2
Mike Ford,D,2022,GA-09,1.4,D+1.4
Mike France,R,2024,CT-02,-5.8,D+5.8
Mike Frese,R,2014,NM-01,0.8,R+0.8
Mike Fricilone,R,2020,IL-03,1.1,R+1.1
Mike Gallagher,R,2020,WI-08,8.0,R+8
Mike Garcia,R,2024,CA-27,-1.3,D+1.3
Mike Haridopolos,R,2024,FL-08,0.2,R+0.2
Mike Johnson,R,2020,LA-04,4.1,R+4.1
Mike Kelly,R,2024,PA-16,0.7,R+0.7
Mike Kennedy,R,2024,UT-03,10.5,R+10.5
Mike Lawler,R,2024,NY-17,3.8,R+3.8
Mike Levin,D,2024,CA-49,-4.9,R+4.9
Mike Manypenny,D,2016,WV-01,6.0,D+6
Mike Marsicano,D,2016,PA-11,0.4,D+0.4
Mike Miller,R,2018,FL-07,-5.2,D+5.2
Mike Minter,D,2014,TX-13,2.1,D+2.1
Mike Molesevich,D,2022,PA-15,0.3,D+0.3
Mike Obermueller,D,2014,MN-02,-7.6,R+7.6
Mike Parrish,D,2016,PA-06,-4.5,R+4.5
Mike Pompeo,R,2014,KS-04,-1.5,D+1.5
Mike Quigley,D,2024,IL-05,0.7,D+0.7
Mike Rogers,R,2022,AL-03,3.1,R+3.1
